i,item,reason
47350,KR6KW0001RP1,averaging_not_supported
47355,KR6KS0003P80,missing_explicit_survival_coupon
47363,KR6MD0004G36,missing_explicit_survival_coupon
47379,KR6SS0004QD4,payment_lag_not_identifiable_from_maturity
47380,KR6SS0004QJ1,missing_explicit_survival_coupon
47381,KR6SS0004QL7,missing_explicit_survival_coupon
47382,KR6SS0004QK9,missing_explicit_survival_coupon
47383,KR6SS0004QE2,missing_explicit_survival_coupon
47392,KR6SS0004QT0,missing_explicit_survival_coupon
47393,KR6YT0001DP8,unsupported_ki_window
47395,KR6SS0004PH7,payment_lag_not_identifiable_from_maturity
47396,KR6SS0004PQ8,payment_lag_not_identifiable_from_maturity
47401,KR6SS0004PR6,extra_formula_or_level_PMT_1_FRML
47422,KR6YT0001DH5,unsupported_ki_window
47425,KR6KB00055S3,missing_explicit_survival_coupon
47442,KR6KW0001S91,averaging_not_supported
47446,KR6KW0001S83,averaging_not_supported
47453,KR6SS0004RG5,payment_lag_not_identifiable_from_maturity
47454,KR6SS0004R63,missing_explicit_survival_coupon
47469,KR6HH00012B9,missing_explicit_survival_coupon
47486,KR6SS0004PN5,payment_lag_not_identifiable_from_maturity
47507,KR6SS0004R55,missing_explicit_survival_coupon
47508,KR6SS0004R14,missing_explicit_survival_coupon
47509,KR6SS0004PK1,payment_lag_not_identifiable_from_maturity
47516,KR6KS0003QV5,missing_explicit_survival_coupon
47525,KR6SS0004RM3,payment_lag_not_identifiable_from_maturity
47550,KR6MD0004JV6,missing_explicit_survival_coupon
47631,KR6SY0002BS6,missing_explicit_survival_coupon
47644,KR6SY0002DY0,payment_lag_not_identifiable_from_maturity
47648,KR6KW0001SS3,missing_explicit_survival_coupon
47651,KR6SS0004SA6,missing_explicit_survival_coupon
47652,KR6SS0004SB4,missing_explicit_survival_coupon
47656,20230519000195_429,payment_lag_not_identifiable_from_maturity
47660,KR6SS0004SC2,missing_explicit_survival_coupon
47686,KR6SY0002ER2,missing_explicit_survival_coupon
47693,KR6SS0004S62,payment_lag_not_identifiable_from_maturity
47706,KR6SS0004S70,missing_explicit_survival_coupon
47709,KR6KS0003S61,missing_explicit_survival_coupon
47725,KR6HN0003VH1,payment_lag_not_identifiable_from_maturity
47728,KR6YT0001F79,unsupported_ki_window
47736,KR6YT0001ED2,unsupported_ki_window
47738,KR6HN0003VQ2,payment_lag_not_identifiable_from_maturity
47744,KR6HN0003VP4,payment_lag_not_identifiable_from_maturity
47753,KR6KW0001T90,averaging_not_supported
47755,KR6KW0001TA9,averaging_not_supported
47756,KR6KW0001TC5,missing_explicit_survival_coupon
47758,KR6MD0004KK7,missing_explicit_survival_coupon
47763,KR6HH00012Y1,missing_explicit_survival_coupon
47776,KR6YT0001ET8,unsupported_ki_window
47795,KR6SS0004T95,payment_lag_not_identifiable_from_maturity
47796,KR6SS0004TC0,payment_lag_not_identifiable_from_maturity
47823,KR6KS0003TG0,missing_explicit_survival_coupon
47825,KR6YT0001EP6,unsupported_ki_window
47832,KR6SY0002HQ7,missing_explicit_survival_coupon
47848,KR6SS0004SX8,missing_explicit_survival_coupon
47849,KR6SS0004SW0,missing_explicit_survival_coupon
47854,20230530000208_28924,payment_lag_not_identifiable_from_maturity
47858,KR6SS0004ST6,missing_explicit_survival_coupon
47859,KR6SS0004SY6,missing_explicit_survival_coupon
47867,KR6KW0001VG2,averaging_not_supported
47874,KR6KW0001V88,missing_explicit_survival_coupon
47878,KR6HH0001396,missing_explicit_survival_coupon
47890,KR6KW0001VF4,averaging_not_supported
47912,KR6YT0001F87,unsupported_ki_window
47916,KR6KS0003VB7,extra_formula_or_level_PMT_EXTRA
47921,KR6KS0003VA9,extra_formula_or_level_PMT_EXTRA
47955,KR6SS0004TJ5,payment_lag_not_identifiable_from_maturity
47965,KR6BK0000JL3,invalid_evaluation_dates
47983,KR6YT0001F46,unsupported_ki_window
47984,KR6KW0001WB1,missing_explicit_survival_coupon
47985,KR6SY0002J59,missing_explicit_survival_coupon
48001,20230607000130_28939,payment_lag_not_identifiable_from_maturity
48004,KR6YT0001F38,unsupported_ki_window
48007,KR6KW0001W38,averaging_not_supported
48008,KR6KW0001W20,averaging_not_supported
48009,KR6SS0004V26,missing_explicit_survival_coupon
48010,KR6SS0004V34,missing_explicit_survival_coupon
48013,KR6SS0004V18,missing_explicit_survival_coupon
48015,KR6MD0004NB0,missing_explicit_survival_coupon
48016,KR6MD0004L39,missing_explicit_survival_coupon
48021,KR6HH00013K8,missing_explicit_survival_coupon
48023,KR6SS0004TZ1,missing_explicit_survival_coupon
48049,KR6KS0003WJ8,extra_formula_or_level_PMT_EXTRA
48050,KR6KS0003WK6,extra_formula_or_level_PMT_EXTRA
48068,KR6SS0004W09,payment_lag_not_identifiable_from_maturity
48069,KR6SS0004W17,payment_lag_not_identifiable_from_maturity
48101,KR6YT0001FL2,unsupported_ki_window
48102,KR6YT0001FM0,unsupported_ki_window
48114,KR6MD0004MM9,missing_explicit_survival_coupon
48128,KR6YT0001FP3,unsupported_ki_window
48130,KR6YT0001G11,unsupported_ki_window
48134,20230613000392_5138,unsupported_ki_window
48137,KR6SS0004VM5,missing_explicit_survival_coupon
48139,KR6KW0001X29,missing_explicit_survival_coupon
48143,KR6KW0001X60,averaging_not_supported
48145,KR6HH0001446,missing_explicit_survival_coupon
48148,KR6HH0001420,missing_explicit_survival_coupon
48153,KR6KW0001X52,averaging_not_supported
48159,KR6SS0004VG7,payment_lag_not_identifiable_from_maturity
48160,KR6SS0004VL7,missing_explicit_survival_coupon
48161,KR6SS0004VJ1,missing_explicit_survival_coupon
48171,KR6SS0004WY8,payment_lag_not_identifiable_from_maturity
48172,KR6SS0004X08,payment_lag_not_identifiable_from_maturity
48181,KR6YT0001FX7,extra_formula_or_level_PMT_EXTRA
48204,KR6SH0004YE9,extra_formula_or_level_PMT_EXTRA
48225,KR6KS0003XX7,missing_explicit_survival_coupon
48226,KR6KB0005DB6,missing_explicit_survival_coupon
48231,KR6SS0004WV4,missing_explicit_survival_coupon
48235,KR6KS0003XW9,missing_explicit_survival_coupon
48249,KR6KW0001YA9,averaging_not_supported
48255,KR6KW0001Y69,missing_explicit_survival_coupon
48256,KR6KW0001YB7,averaging_not_supported
48258,20230621000011_28977,missing_explicit_survival_coupon
48261,KR6MD0004PY7,missing_explicit_survival_coupon
48262,KR6SS0004WB6,missing_explicit_survival_coupon
48263,KR6HH00014B5,missing_explicit_survival_coupon
48265,20230621000011_28971,payment_lag_not_identifiable_from_maturity
48272,KR6SS0004WF7,missing_explicit_survival_coupon
48273,KR6SS0004WH3,missing_explicit_survival_coupon
48283,KR6YT0001GE5,monthly_evaluation_outside_life
48344,KR6SS0004W33,payment_lag_not_identifiable_from_maturity
48364,KR6KS0003ZC6,missing_explicit_survival_coupon
48371,20230628000148_28987,payment_lag_not_identifiable_from_maturity
48374,KR6SS0004XC2,missing_explicit_survival_coupon
48377,KR6KW0001ZF5,averaging_not_supported
48378,KR6SS0004X81,missing_explicit_survival_coupon
48380,KR6YT0001GD7,unsupported_ki_window
48382,KR6YT0001GC9,unsupported_ki_window
48384,KR6HH00014V3,missing_explicit_survival_coupon
48385,KR6SS0004XD0,missing_explicit_survival_coupon
48387,KR6HH00014S9,missing_explicit_survival_coupon
48397,KR6KW0001ZE8,averaging_not_supported
48404,KR6KW0001Z68,missing_explicit_survival_coupon
48407,KR6SS0004XB4,missing_explicit_survival_coupon
48416,KR6ZY0002235,missing_explicit_survival_coupon
48420,KR6SS0004YF3,payment_lag_not_identifiable_from_maturity
48421,KR6KS0003YQ9,extra_formula_or_level_PMT_EXTRA
48437,KR6SS0004YH9,payment_lag_not_identifiable_from_maturity
48482,KR6KS00040F3,missing_explicit_survival_coupon
48490,KR6HH0001578,missing_explicit_survival_coupon
48497,KR6MD0004S24,missing_explicit_survival_coupon
48499,KR6ZY00022F6,missing_explicit_survival_coupon
48505,KR6SS0004XX8,missing_explicit_survival_coupon
48507,KR6HH0001594,missing_explicit_survival_coupon
48513,KR6SS0004Y23,missing_explicit_survival_coupon
48514,KR6SS0004Y15,missing_explicit_survival_coupon
48515,KR6SS0004YM9,missing_explicit_survival_coupon
48516,KR6KW00020M5,averaging_not_supported
48517,KR6KW00020L7,averaging_not_supported
48520,KR6KW00020F9,missing_explicit_survival_coupon
48527,KR6SS0004XY6,missing_explicit_survival_coupon
48530,KR6YT0001HF0,unsupported_ki_window
48534,KR6YT0001GX5,unsupported_ki_window
48535,KR6HM0000PF5,payment_lag_not_identifiable_from_maturity
48536,KR6SH00050T8,payment_lag_not_identifiable_from_maturity
48539,KR6SH00051K5,payment_lag_not_identifiable_from_maturity
48541,KR6SH00050X0,payment_lag_not_identifiable_from_maturity
48556,KR6SY0002KB3,payment_lag_not_identifiable_from_maturity
48557,KR6SY0002KA5,payment_lag_not_identifiable_from_maturity
48562,KR6NH00033R3,payment_lag_not_identifiable_from_maturity
48563,KR6SH00050J9,extra_formula_or_level_PMT_EXTRA
48568,KR6NH00033Q5,payment_lag_not_identifiable_from_maturity
48574,KR6SH00050K7,extra_formula_or_level_PMT_EXTRA
48575,KR6ZW0001TJ8,payment_lag_not_identifiable_from_maturity
48579,KR6BK0000KT4,payment_lag_not_identifiable_from_maturity
48583,KR6SH00050G5,payment_lag_not_identifiable_from_maturity
48588,KR6KS00041D6,missing_explicit_survival_coupon
48589,KR6KS0004169,payment_lag_not_identifiable_from_maturity
48590,KR6ZW0001TK6,payment_lag_not_identifiable_from_maturity
48592,KR6KS0004193,payment_lag_not_identifiable_from_maturity
48594,KR6YT0001HC7,unsupported_ki_window
48596,KR6YT0001HB9,unsupported_ki_window
48597,KR6ZW0001TL4,payment_lag_not_identifiable_from_maturity
48598,KR6KS0004151,payment_lag_not_identifiable_from_maturity
48599,KR6KS0004177,payment_lag_not_identifiable_from_maturity
48600,KR6KS0004144,payment_lag_not_identifiable_from_maturity
48601,KR6KS00041C8,payment_lag_not_identifiable_from_maturity
48602,KR6KS00041P0,payment_lag_not_identifiable_from_maturity
48603,KR6KS00041N5,payment_lag_not_identifiable_from_maturity
48604,KR6KS00041B0,payment_lag_not_identifiable_from_maturity
48605,KR6KS00041A2,payment_lag_not_identifiable_from_maturity
48606,KR6NH00033K8,payment_lag_not_identifiable_from_maturity
48607,KR6NH00033J0,payment_lag_not_identifiable_from_maturity
48608,KR6KS0004185,payment_lag_not_identifiable_from_maturity
48611,KR6KW00021Q4,averaging_not_supported
48612,KR6SS0004YX6,missing_explicit_survival_coupon
48614,KR6KW00021N1,missing_explicit_survival_coupon
48615,KR6SS0004YR8,missing_explicit_survival_coupon
48616,KR6SS0004YS6,missing_explicit_survival_coupon
48617,KR6SS0004YW8,missing_explicit_survival_coupon
48629,KR6KW00021R2,averaging_not_supported
48632,KR6HH00015G1,missing_explicit_survival_coupon
48669,KR6KS0004136,extra_formula_or_level_PMT_EXTRA
48698,KR6YT0001HT1,unsupported_ki_window
48708,20230717000328_16255,missing_explicit_survival_coupon
48710,KR6KS00042B8,missing_explicit_survival_coupon
48721,KR6KW0002330,averaging_not_supported
48726,KR6KW0002306,missing_explicit_survival_coupon
48738,KR6MD0004V11,missing_explicit_survival_coupon
48741,KR6HH00015M9,missing_explicit_survival_coupon
48743,KR6KW0002348,averaging_not_supported
48746,KR6SS0004ZB9,missing_explicit_survival_coupon
48747,KR6SS0004ZE3,missing_explicit_survival_coupon
48748,KR6SS0004ZF0,missing_explicit_survival_coupon
48749,KR6SS0004ZC7,missing_explicit_survival_coupon
48752,KR6SH00051A6,missing_explicit_survival_coupon
48777,KR6KS0004201,extra_formula_or_level_PMT_EXTRA
48796,KR6SS0005037,payment_lag_not_identifiable_from_maturity
48812,KR6KS00043R2,missing_explicit_survival_coupon
48815,KR6KS00043S0,missing_explicit_survival_coupon
48825,KR6MD0004TG6,missing_explicit_survival_coupon
48829,KR6YT0001J75,unsupported_ki_window
48830,KR6YT0001J67,unsupported_ki_window
48833,KR6KW0002496,missing_explicit_survival_coupon
48837,KR6SS0005094,missing_explicit_survival_coupon
48851,KR6SS00050A5,missing_explicit_survival_coupon
48852,KR6SS0005078,missing_explicit_survival_coupon
48853,KR6KW00024E4,averaging_not_supported
48857,KR6HH0001636,missing_explicit_survival_coupon
48860,KR6KW00024D6,averaging_not_supported
48900,KR6KS00043D2,extra_formula_or_level_PMT_EXTRA
48914,KR6SS00051G0,payment_lag_not_identifiable_from_maturity
48927,KR6SH0005337,missing_explicit_survival_coupon
48932,KR6KS00044P4,missing_explicit_survival_coupon
48933,KR6SS0005128,payment_lag_not_identifiable_from_maturity
48934,KR6KW00025C5,averaging_not_supported
48935,KR6KW00025D3,averaging_not_supported
48938,KR6SS0005136,missing_explicit_survival_coupon
48939,KR6SS0005102,missing_explicit_survival_coupon
48946,KR6KW0002587,missing_explicit_survival_coupon
48952,KR6HH00016B0,missing_explicit_survival_coupon
48954,KR6HH00016C8,missing_explicit_survival_coupon
48979,KR6YT0001KL2,unsupported_ki_window
49035,KR6SS00050G2,payment_lag_not_identifiable_from_maturity
49047,KR6ZY00026B6,missing_explicit_survival_coupon
49050,KR6MD0004WY3,missing_explicit_survival_coupon
49068,KR6SY0002MP9,extra_formula_or_level_PMT_EXTRA
49110,KR6SS00052Q7,missing_explicit_survival_coupon
49111,KR6SS00052H6,missing_explicit_survival_coupon
49116,KR6SS00052K0,missing_explicit_survival_coupon
49121,KR6SS00052P9,missing_explicit_survival_coupon
49122,KR6SS00052L8,missing_explicit_survival_coupon
49136,KR6KW00026T7,averaging_not_supported
49141,KR6KW00026Q3,missing_explicit_survival_coupon
49147,KR6YT0001KW9,unsupported_ki_window
49149,KR6KW00026V3,averaging_not_supported
49151,KR6HH00016Z9,missing_explicit_survival_coupon
49154,KR6HH00016Y2,missing_explicit_survival_coupon
49156,KR6HH00016X4,missing_explicit_survival_coupon
49185,KR6SS00052V7,payment_lag_not_identifiable_from_maturity
49193,KR6SS00052R5,payment_lag_not_identifiable_from_maturity
49252,KR6ZY00027Y6,missing_explicit_survival_coupon
49254,KR6SS00053K8,missing_explicit_survival_coupon
49255,KR6SS00053J0,missing_explicit_survival_coupon
49256,KR6SS00053L6,missing_explicit_survival_coupon
49257,KR6SS00053G6,missing_explicit_survival_coupon
49260,KR6KW00028H8,averaging_not_supported
49261,KR6KW00028J4,averaging_not_supported
49269,KR6MD00050G5,missing_explicit_survival_coupon
49277,KR6KW00028E5,missing_explicit_survival_coupon
49280,KR6HH0001743,missing_explicit_survival_coupon
49282,KR6HH0001750,missing_explicit_survival_coupon
49317,KR6KS00046R5,extra_formula_or_level_PMT_EXTRA
49319,KR6SS0005318,payment_lag_not_identifiable_from_maturity
49328,KR6SS0005326,payment_lag_not_identifiable_from_maturity
49362,KR6KS00048A7,missing_explicit_survival_coupon
49363,KR6SH00056J6,missing_explicit_survival_coupon
49368,20230822000401_24791,missing_explicit_survival_coupon
49394,KR6SS00054D1,missing_explicit_survival_coupon
49395,KR6SS00054E9,missing_explicit_survival_coupon
49398,KR6SS00054A7,missing_explicit_survival_coupon
49401,KR6SS00054C3,missing_explicit_survival_coupon
49406,KR6KW00029H6,missing_explicit_survival_coupon
49412,KR6HH00017C6,missing_explicit_survival_coupon
49424,KR6HH00017B8,missing_explicit_survival_coupon
49426,KR6KW00029P9,averaging_not_supported
49430,KR6KW00029Q7,averaging_not_supported
49447,KR6SS00054L4,payment_lag_not_identifiable_from_maturity
49452,KR6KS00047V5,extra_formula_or_level_PMT_EXTRA
49455,KR6SS00055J5,payment_lag_not_identifiable_from_maturity
49502,KR6YT0001LT3,unsupported_ki_window
49504,KR6KS0004961,missing_explicit_survival_coupon
49517,KR6SS0005581,missing_explicit_survival_coupon
49519,KR6YT0001LV9,unsupported_ki_window
49520,KR6SS0005540,missing_explicit_survival_coupon
49521,KR6SS0005565,missing_explicit_survival_coupon
49522,KR6SS0005573,missing_explicit_survival_coupon
49525,KR6HH00017M5,missing_explicit_survival_coupon
49527,KR6KW0002AV3,missing_explicit_survival_coupon
49531,KR6MD00052W8,missing_explicit_survival_coupon
49549,KR6KW0002B16,averaging_not_supported
49554,KR6KW0002B24,averaging_not_supported
49558,KR6SY0002QJ3,missing_explicit_survival_coupon
49585,KR6SS00054N0,payment_lag_not_identifiable_from_maturity
49586,KR6SS00054Z4,payment_lag_not_identifiable_from_maturity
49589,20230906000363_29122,payment_lag_not_identifiable_from_maturity
49592,KR6KS00049Q1,extra_formula_or_level_PMT_EXTRA
49600,KR6KS00049T5,missing_explicit_survival_coupon
49601,KR6SS0005607,missing_explicit_survival_coupon
49602,KR6SS0005615,missing_explicit_survival_coupon
49605,KR6SS00055N7,missing_explicit_survival_coupon
49606,KR6SS00055S6,missing_explicit_survival_coupon
49608,20230918000270_29153,missing_explicit_survival_coupon
49614,KR6SS00055Z1,missing_explicit_survival_coupon
49627,KR6SS00055R8,missing_explicit_survival_coupon
49634,KR6SS0005722,payment_lag_not_identifiable_from_maturity
49649,KR6KW0002BZ2,missing_explicit_survival_coupon
49663,KR6SH00058W5,missing_explicit_survival_coupon
49674,KR6KW0002C31,averaging_not_supported
49681,KR6SS0005714,payment_lag_not_identifiable_from_maturity
49694,KR6SS0005730,payment_lag_not_identifiable_from_maturity
49724,KR6SS0005755,payment_lag_not_identifiable_from_maturity
49726,KR6KS0004AQ7,extra_formula_or_level_PMT_EXTRA
49757,KR6MD00053F1,missing_explicit_survival_coupon
49764,KR6SS00056T2,missing_explicit_survival_coupon
49765,KR6SS00056R6,missing_explicit_survival_coupon
49766,KR6SS00056S4,missing_explicit_survival_coupon
49767,KR6KS0004BM4,missing_explicit_survival_coupon
49774,KR6SS00056P0,missing_explicit_survival_coupon
49786,KR6MD00055P5,missing_explicit_survival_coupon
49788,KR6KW0002D48,missing_explicit_survival_coupon
49793,KR6KW0002DC7,averaging_not_supported
49811,KR6HH00018B6,missing_explicit_survival_coupon
49823,KR6KW0002DB9,averaging_not_supported
49834,KR6KS0004AZ8,extra_formula_or_level_PMT_EXTRA
49853,KR6SH0005BQ8,missing_explicit_survival_coupon
49861,KR6SS0005680,payment_lag_not_identifiable_from_maturity
49862,KR6SS0005698,payment_lag_not_identifiable_from_maturity
49914,KR6HH00018J9,missing_explicit_survival_coupon
49918,KR6KW0002ED3,averaging_not_supported
49928,KR6KW0002EE1,averaging_not_supported
49931,KR6KW0002E70,missing_explicit_survival_coupon
49941,KR6KS0004CQ3,missing_explicit_survival_coupon
49957,KR6YT0001NS1,unsupported_ki_window
49958,KR6YT0001P69,unsupported_ki_window
49964,KR6SS00057P8,missing_explicit_survival_coupon
49965,KR6SS00057N3,missing_explicit_survival_coupon
49966,KR6SS00057M5,missing_explicit_survival_coupon
49967,KR6SS00057J1,missing_explicit_survival_coupon
49968,KR6SS00057K9,missing_explicit_survival_coupon
49969,KR6SS00057Q6,missing_explicit_survival_coupon
49970,KR6SS0005771,missing_explicit_survival_coupon
49981,KR6SS0005789,payment_lag_not_identifiable_from_maturity
49983,KR6SS00057E2,payment_lag_not_identifiable_from_maturity
49987,KR6KS0004C68,extra_formula_or_level_PMT_EXTRA
50050,KR6KW0002FK5,averaging_not_supported
50060,KR6KS0004DW9,missing_explicit_survival_coupon
50066,KR6KW0002FJ7,averaging_not_supported
50079,KR6HH00018Q4,missing_explicit_survival_coupon
50080,KR6HH00018R2,missing_explicit_survival_coupon
50082,KR6MD00058J2,missing_explicit_survival_coupon
50085,KR6KW0002FB4,missing_explicit_survival_coupon
50089,KR6SH0005DR2,missing_explicit_survival_coupon
50095,KR6YT0001PH9,unsupported_ki_window
50097,KR6YT0001P28,unsupported_ki_window
50112,KR6SS0005854,payment_lag_not_identifiable_from_maturity
50117,KR6KS0004DG2,extra_formula_or_level_PMT_EXTRA
50131,KR6SS0005847,payment_lag_not_identifiable_from_maturity
50132,KR6SS0005839,payment_lag_not_identifiable_from_maturity
50138,KR6SS00058W2,missing_explicit_survival_coupon
50139,KR6SS00058R2,missing_explicit_survival_coupon
50140,KR6SS00058P6,missing_explicit_survival_coupon
50144,KR6SS00058X0,missing_explicit_survival_coupon
50146,KR6SS00058V4,missing_explicit_survival_coupon
50156,KR6SS00058M3,missing_explicit_survival_coupon
50194,KR6YT0001PD8,unsupported_ki_window
50195,KR6HH0001917,missing_explicit_survival_coupon
50198,KR6HH0001925,missing_explicit_survival_coupon
50202,KR6KW0002GV0,averaging_not_supported
50203,KR6KW0002GW8,averaging_not_supported
50207,KR6KS0004EZ0,missing_explicit_survival_coupon
50218,KR6KW0002GM9,missing_explicit_survival_coupon
50260,KR6SS00059V2,missing_explicit_survival_coupon
50261,KR6SS00059X8,missing_explicit_survival_coupon
50262,KR6SS00059Y6,missing_explicit_survival_coupon
50263,KR6SS00059Z3,missing_explicit_survival_coupon
50264,KR6SS00059T6,missing_explicit_survival_coupon
50277,KR6SH0005F69,missing_explicit_survival_coupon
50278,KR6SH0005F51,missing_explicit_survival_coupon
50282,KR6SS00059S8,missing_explicit_survival_coupon
50290,20231018000356_29202,payment_lag_not_identifiable_from_maturity
50292,KR6SS00058A8,payment_lag_not_identifiable_from_maturity
50294,KR6SS00058B6,payment_lag_not_identifiable_from_maturity
50295,KR6SS00058C4,payment_lag_not_identifiable_from_maturity
50304,KR6YT0001PV0,unsupported_ki_window
50342,KR6KW0002HP0,missing_explicit_survival_coupon
50353,KR6KW0002HR6,averaging_not_supported
50358,KR6KS0004G49,missing_explicit_survival_coupon
50362,KR6HH00019A6,missing_explicit_survival_coupon
50385,KR6KS0004FQ6,extra_formula_or_level_PMT_EXTRA
50392,KR6SS0005AP9,missing_explicit_survival_coupon
50395,KR6SS0005AG8,missing_explicit_survival_coupon
50400,KR6SS0005AM6,missing_explicit_survival_coupon
50401,KR6SS0005AJ2,missing_explicit_survival_coupon
50402,KR6SS0005AK0,missing_explicit_survival_coupon
50425,KR6SS00059B4,payment_lag_not_identifiable_from_maturity
50428,KR6SS0005995,payment_lag_not_identifiable_from_maturity
50429,KR6SS0005961,payment_lag_not_identifiable_from_maturity
50430,KR6SS0005979,payment_lag_not_identifiable_from_maturity
50437,KR6SS00059A6,payment_lag_not_identifiable_from_maturity
50440,KR6SS0005AY1,payment_lag_not_identifiable_from_maturity
50449,KR6MD0005AX8,missing_explicit_survival_coupon
50490,KR6SY0002SQ4,extra_formula_or_level_PMT_EXTRA
50501,KR6KS0004HK5,missing_explicit_survival_coupon
50543,KR6SY0002V79,missing_explicit_survival_coupon
50554,KR6SS0005BA9,missing_explicit_survival_coupon
50555,KR6SS0005BB7,missing_explicit_survival_coupon
50556,KR6SS0005B60,missing_explicit_survival_coupon
50557,KR6SS0005B86,missing_explicit_survival_coupon
50559,KR6SS0005BF8,missing_explicit_survival_coupon
50561,KR6SS0005BE1,missing_explicit_survival_coupon
50563,KR6KW0002K80,missing_explicit_survival_coupon
50566,KR6KW0002KB4,averaging_not_supported
50569,KR6MD0005CV8,missing_explicit_survival_coupon
50590,KR6HH00019V2,missing_explicit_survival_coupon
50597,KR6ZW00024A5,averaging_not_supported
50605,KR6SS0005C51,payment_lag_not_identifiable_from_maturity
50606,KR6SS0005BX1,payment_lag_not_identifiable_from_maturity
50607,KR6SS0005C69,payment_lag_not_identifiable_from_maturity
50608,KR6SS0005C02,payment_lag_not_identifiable_from_maturity
50610,KR6SS0005BZ6,payment_lag_not_identifiable_from_maturity
50614,KR6SS0005BV5,payment_lag_not_identifiable_from_maturity
50615,KR6SS0005BS1,payment_lag_not_identifiable_from_maturity
50624,KR6KS0004JL9,extra_formula_or_level_PMT_EXTRA
50628,KR6SS0005C28,payment_lag_not_identifiable_from_maturity
50629,KR6SS0005BQ5,payment_lag_not_identifiable_from_maturity
50630,KR6SS0005C10,payment_lag_not_identifiable_from_maturity
50632,KR6SS0005BY9,payment_lag_not_identifiable_from_maturity
50635,KR6SS0005BW3,payment_lag_not_identifiable_from_maturity
50652,KR6SS0005BR3,payment_lag_not_identifiable_from_maturity
50653,KR6SS0005C36,payment_lag_not_identifiable_from_maturity
50669,KR6SH0005JM0,missing_explicit_survival_coupon
50673,KR6KW0002LX6,averaging_not_supported
50684,KR6SS0005D43,missing_explicit_survival_coupon
50688,KR6SS0005D68,missing_explicit_survival_coupon
50689,KR6SS0005D27,missing_explicit_survival_coupon
50695,KR6SS0005CJ8,payment_lag_not_identifiable_from_maturity
50697,KR6SS0005D84,missing_explicit_survival_coupon
50698,KR6HH0001A61,missing_explicit_survival_coupon
50699,KR6SS0005D76,missing_explicit_survival_coupon
50700,KR6HH0001A53,missing_explicit_survival_coupon
50704,KR6KS0004KM5,missing_explicit_survival_coupon
50710,KR6SS0005CE9,payment_lag_not_identifiable_from_maturity
50711,KR6SS0005CA7,payment_lag_not_identifiable_from_maturity
50716,KR6SS0005CB5,payment_lag_not_identifiable_from_maturity
50718,KR6SS0005CC3,payment_lag_not_identifiable_from_maturity
50729,KR6SS0005CF6,payment_lag_not_identifiable_from_maturity
50752,KR6KS0004K27,extra_formula_or_level_PMT_EXTRA
50775,KR6SH0005KW7,missing_explicit_survival_coupon
50794,KR6HH0001AD0,missing_explicit_survival_coupon
50799,KR6KW0002MR6,averaging_not_supported
50801,KR6MD0005EQ4,missing_explicit_survival_coupon
50809,KR6SY0002X51,missing_explicit_survival_coupon
50825,KR6MD0005E94,extra_formula_or_level_PMT_EXTRA
50828,KR6KS0004L67,extra_formula_or_level_PMT_EXTRA
50845,KR6KS0004LR2,missing_explicit_survival_coupon
50862,KR6SS0005DZ2,missing_explicit_survival_coupon
50863,KR6SS0005E42,missing_explicit_survival_coupon
50867,KR6SS0005E18,missing_explicit_survival_coupon
50869,KR6SS0005E34,missing_explicit_survival_coupon
50885,KR6KW0002ND4,missing_explicit_survival_coupon
50889,KR6KW0002NJ1,averaging_not_supported
50891,KR6KW0002NK9,averaging_not_supported
50922,KR6MD0005FC1,extra_formula_or_level_PMT_EXTRA
50936,KR6KS0004NC0,missing_explicit_survival_coupon
50955,KR6SH0005ND1,missing_explicit_survival_coupon
50957,KR6SS0005ET3,missing_explicit_survival_coupon
50961,KR6SS0005EV9,missing_explicit_survival_coupon
50962,KR6HH0001AN9,missing_explicit_survival_coupon
50964,KR6SS0005EQ9,missing_explicit_survival_coupon
50965,KR6SS0005EP1,missing_explicit_survival_coupon
50970,KR6SS0005ER7,missing_explicit_survival_coupon
50998,KR6SS0005EB1,payment_lag_not_identifiable_from_maturity
51038,KR6SS0005EA3,payment_lag_not_identifiable_from_maturity
51048,KR6SS0005E91,payment_lag_not_identifiable_from_maturity
51050,KR6SS0005E83,payment_lag_not_identifiable_from_maturity
51062,KR6SS0005FH5,missing_explicit_survival_coupon
51063,KR6SS0005FJ1,missing_explicit_survival_coupon
51064,KR6SS0005FM5,missing_explicit_survival_coupon
51071,KR6SS0005F33,payment_lag_not_identifiable_from_maturity
51072,KR6SS0005FL7,missing_explicit_survival_coupon
51073,KR6SS0005FN3,missing_explicit_survival_coupon
51074,KR6SY0002Y01,missing_explicit_survival_coupon
51075,KR6SS0005FR4,missing_explicit_survival_coupon
51076,KR6SS0005FQ6,missing_explicit_survival_coupon
51092,KR6SS0005F17,payment_lag_not_identifiable_from_maturity
51093,KR6KS0004PE1,extra_formula_or_level_PMT_EXTRA
51097,KR6SS0005F25,payment_lag_not_identifiable_from_maturity
51104,KR6SS0005F09,payment_lag_not_identifiable_from_maturity
51105,KR6KS0004QB5,missing_explicit_survival_coupon
51111,KR6KW0002PN8,missing_explicit_survival_coupon
51123,KR6KW0002PV1,averaging_not_supported
51124,KR6KW0002PT5,averaging_not_supported
51134,KR6SH0005Q66,missing_explicit_survival_coupon
51142,KR6SS0005HF5,payment_lag_not_identifiable_from_maturity
51158,KR6SS0005HD0,payment_lag_not_identifiable_from_maturity
